prime_mover_no	fuel_1_no	UTILNAME	PLTNAME	year	net.generation.annual	fuel.consumption	fuel.stock	plant_code	fuel_1	prime_mover
1		CHUGACH ELEC ASSN INC	COOPER LAKE	1996	30823	0	0	6291	WAT	HY
4	9	CHUGACH ELEC ASSN INC	BELUGA	1996	613993	7926876	0	96	NG	GT
5	9	CHUGACH ELEC ASSN INC	BELUGA	1996	329996	0	0	96	NG	CC
6	9	CHUGACH ELEC ASSN INC	BELUGA	1996	952065	12431741	0	96	NG	CT
4	2	CHUGACH ELEC ASSN INC	BERNICE LK	1996	0	0	2650	6292	FO2	GT
4	9	CHUGACH ELEC ASSN INC	BERNICE LK	1996	137392	2175388	0	6292	NG	GT
4	2	CHUGACH ELEC ASSN INC	INTERNATL	1996	0	0	6882	6293	FO2	GT
4	9	CHUGACH ELEC ASSN INC	INTERNATL	1996	2468	63979	0	6293	NG	GT
4	2	CHUGACH ELEC ASSN INC	SOLDOTNA	1996	0	0	0	4252	FO2	GT
4	9	CHUGACH ELEC ASSN INC	SOLDOTNA	1996	46726	612416	0	4252	NG	GT
1		CHUGACH ELEC ASSN INC	BRADLEY LKE	1996	349032	0	0	7367	WAT	HY
3	2	COPPER VALLEY ELEC ASSN	GLENNALLEN	1996	28498	59490	491	6305	FO2	IC
3	2	COPPER VALLEY ELEC ASSN	VALDEZ N	1996	9530	17856	800	6306	FO2	IC
4	2	COPPER VALLEY ELEC ASSN	VALDEZ N	1996	550	1526	0	6306	FO2	GT
1		COPPER VALLEY ELEC ASSN	VALDEZ	1996	41080	0	0	390	WAT	HY
3	2	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	88	371	0	6286	FO2	IC
3	3	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	0	0	0	6286	FO6	IC
4	2	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	88	444	509	6286	FO2	GT
4	3	GOLDEN VALLEY ELEC ASSN	FAIRBANKS	1996	12516	37783	2050	6286	FO6	GT
2	2	GOLDEN VALLEY ELEC ASSN	HEALY	1996	4196	16817	0	6288	FO2	ST
2	6	GOLDEN VALLEY ELEC ASSN	HEALY	1996	116184	102912	0	6288	BIT	ST
3	2	GOLDEN VALLEY ELEC ASSN	HEALY	1996	44	159	834	6288	FO2	IC
4	2	GOLDEN VALLEY ELEC ASSN	NORTH POLE	1996	484	997	852	6285	FO2	GT
4	3	GOLDEN VALLEY ELEC ASSN	NORTH POLE	1996	272659	477277	819	6285	FO6	GT
3	2	HOMER ELECTRIC ASSN INC	SELDOVIA	1996	97	202	229	6283	FO2	IC
3	2	I-N-N ELECTRIC COOP	I-N-N ELEC	1996	2323	5080	0	7183	FO2	IC
3	2	KODIAK ELECTRIC ASSN INC	KODIAK	1996	19439	34329	1584	6281	FO2	IC
3	2	KODIAK ELECTRIC ASSN INC	PT LIONS	1996	-58	9	124	6282	FO2	IC
1		KODIAK ELECTRIC ASSN INC	TERROR LAKE	1996	94680	0	0	71	WAT	HY
3	2	KOTZEBUE ELEC ASSN INC	KOTZEBUE	1996	21326	34353	34801	6304	FO2	IC
3	2	UNALAKLEET VALLEY ELEC AS	UNALAKLEET	1996	4070	7143	5599	6299	FO2	IC
3	2	NUSHAGAK ELEC COOP INC	DILLINGHAM	1996	17130	29231	20859	109	FO2	IC
2	3	HAWAIIAN ELEC CO INC	HONOLULU	1996	163554	350617	89996	764	FO6	ST
2	3	HAWAIIAN ELEC CO INC	KAHE	1996	3127419	4923620	256651	765	FO6	ST
2	3	HAWAIIAN ELEC CO INC	WAIAU	1996	1192476	2063864	126757	766	FO6	ST
4	2	HAWAIIAN ELEC CO INC	WAIAU	1996	2052	12378	34244	766	FO2	GT
2	2	HAWAIIAN ELEC CO INC	OIL STORAGE	1996	0	0	305754	8823	FO2	ST
1		HAWAII ELECTRIC LIGHT CO	PUUEO	1996	11394	0	0	771	WAT	HY
1		HAWAII ELECTRIC LIGHT CO	WAIAU	1996	6472	0	0	774	WAT	HY
2	3	HAWAII ELECTRIC LIGHT CO	W H HILL	1996	228030	502065	29117	772	FO6	ST
3	2	HAWAII ELECTRIC LIGHT CO	KANOELEHUA	1996	14841	27974	3702	769	FO2	IC
4	2	HAWAII ELECTRIC LIGHT CO	KANOELEHUA	1996	1972	5785	0	769	FO2	GT
2	3	HAWAII ELECTRIC LIGHT CO	SHIPMAN	1996	35759	98117	6229	6478	FO6	ST
3	2	HAWAII ELECTRIC LIGHT CO	WAIMEA	1996	13948	26363	1736	768	FO2	IC
3	2	HAWAII ELECTRIC LIGHT CO	KEAHOLE	1996	31473	59599	1759	8083	FO2	IC
4	2	HAWAII ELECTRIC LIGHT CO	KEAHOLE	1996	47292	111476	0	8083	FO2	GT
2	3	HAWAII ELECTRIC LIGHT CO	PUNA	1996	101067	266380	9982	7130	FO6	ST
4	2	HAWAII ELECTRIC LIGHT CO	PUNA	1996	92658	189043	6780	7130	FO2	GT
2	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	53523	72521	0	6474	FO2	ST
2	3	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	0	0	0	6474	FO6	ST
3	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	200448	317199	0	6474	FO2	IC
4	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	57986	150162	0	6474	FO2	GT
6	2	KAUAI ELECTRIC COMPANY	PORT ALLEN	1996	15567	43320	0	6474	FO2	CT
2	3	MAUI ELECTRIC CO LTD	KAHULUI	1996	215124	474656	56721	6056	FO6	ST
3	2	MAUI ELECTRIC CO LTD	MAALAEA	1996	332110	526636	96521	6504	FO2	IC
6	2	MAUI ELECTRIC CO LTD	MAALAEA	1996	408727	635738	474	6504	FO2	CT
3	2	MAUI ELECTRIC CO LTD	COOK	1996	36793	62354	8512	792	FO2	IC
4	2	MAUI ELECTRIC CO LTD	COOK	1996	1031	3004	118	792	FO2	GT
3	2	MAUI ELECTRIC CO LTD	LANAI CITY	1996	7892	16380	230	7263	FO2	IC
3	2	MAUI ELECTRIC CO LTD	MIKI BASIN	1996	20587	40976	2745	7264	FO2	IC
1		BANGOR HYDRO ELECTRIC CO	ELLSWORTH	1991	31244	0	0	1469	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	HOWLAND	1991	8237	0	0	1472	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	MEDWAY	1991	30410	0	0	1474	WAT	HY
3	2	BANGOR HYDRO ELECTRIC CO	MEDWAY	1991	864	1545	7005	1474	FO2	IC
1		BANGOR HYDRO ELECTRIC CO	MILFORD	1991	41937	0	0	1475	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	ORONO	1991	12455	0	0	1476	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	STILLWATER	1991	12092	0	0	1478	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	VEAZIE A	1991	60679	0	0	1479	WAT	HY
1		BANGOR HYDRO ELECTRIC CO	VEAZIE B	1991	0	0	0	7199	WAT	HY
2	3	BANGOR HYDRO ELECTRIC CO	GRAHAM STAT	1991	17444	40279	102496	1470	FO6	ST
3	2	BANGOR HYDRO ELECTRIC CO	BAR HARBOR	1991	1039	1836	6615	1466	FO2	IC
3	2	BANGOR HYDRO ELECTRIC CO	EASTPORT	1991	455	809	6541	1468	FO2	IC
1		BANGOR HYDRO ELECTRIC CO	W ENFIELD	1991	54319	0	0	782	WAT	HY
1		CENTRAL MAINE POWER CO	ANDROSCOG 3	1991	25290	0	0	1480	WAT	HY
1		CENTRAL MAINE POWER CO	BAR MILLS	1991	27365	0	0	1481	WAT	HY
1		CENTRAL MAINE POWER CO	BONNY EAGLE	1991	55898	0	0	1482	WAT	HY
1		CENTRAL MAINE POWER CO	CATARACT	1991	31269	0	0	1486	WAT	HY
1		CENTRAL MAINE POWER CO	CONTINENTAL	1991	2752	0	0	1487	WAT	HY
1		CENTRAL MAINE POWER CO	DEER RIP 1	1991	28331	0	0	1488	WAT	HY
1		CENTRAL MAINE POWER CO	FT HALIFAX	1991	8013	0	0	1490	WAT	HY
1		CENTRAL MAINE POWER CO	GULF ISLAND	1991	142661	0	0	1491	WAT	HY
1		CENTRAL MAINE POWER CO	HARRIS	1991	238653	0	0	1492	WAT	HY
1		CENTRAL MAINE POWER CO	HIRAM	1991	60481	0	0	1493	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 2	1991	9337	0	0	1497	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 3	1991	5880	0	0	1498	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 4	1991	3084	0	0	1499	WAT	HY
1		CENTRAL MAINE POWER CO	MESALONSK 5	1991	5427	0	0	1500	WAT	HY
1		CENTRAL MAINE POWER CO	NO GORHAM	1991	10706	0	0	1501	WAT	HY
1		CENTRAL MAINE POWER CO	SHAWMUT	1991	61586	0	0	1504	WAT	HY
1		CENTRAL MAINE POWER CO	SKELTON	1991	114791	0	0	1505	WAT	HY
1		CENTRAL MAINE POWER CO	WEST BUXTON	1991	40645	0	0	1508	WAT	HY
1		CENTRAL MAINE POWER CO	WESTON	1991	94365	0	0	1509	WAT	HY
1		CENTRAL MAINE POWER CO	WILLIAMS	1991	105250	0	0	1510	WAT	HY
1		CENTRAL MAINE POWER CO	WYMAN HYDRO	1991	393438	0	0	1511	WAT	HY
4	2	CENTRAL MAINE POWER CO	CAPE	1991	4	1629	108899	1484	FO2	GT
2	3	CENTRAL MAINE POWER CO	MASON	1991	197	10484	1058148	1496	FO6	ST
2	2	CENTRAL MAINE POWER CO	WYMAN STEAM	1991	7326	13815	12995	1507	FO2	ST
2	3	CENTRAL MAINE POWER CO	WYMAN STEAM	1991	1233305	2212369	5185796	1507	FO6	ST
3	2	CENTRAL MAINE POWER CO	ISLESBORO	1991	-9	3	171	1494	FO2	IC
3	2	CENTRAL MAINE POWER CO	PEAK IS	1991	16	69	1755	1502	FO2	IC
1		CENTRAL MAINE POWER CO	BRUNSWICK	1991	105693	0	0	1483	WAT	HY
1		CENTRAL MAINE POWER CO	W CHANNEL	1991	108	0	0	695	WAT	HY
1		CENTRAL MAINE POWER CO	BATES UPPER	1991	5774	0	0	7044	WAT	HY
1		CENTRAL MAINE POWER CO	BATES LOWER	1991	365	0	0	7045	WAT	HY
1		CENTRAL MAINE POWER CO	ANDRO LOWER	1991	104	0	0	7047	WAT	HY
1		CENTRAL MAINE POWER CO	HILL MILL	1991	599	0	0	7048	WAT	HY
1		CENTRAL MAINE POWER CO	C E MONTY	1991	143169	0	0	805	WAT	HY
1		CENTRAL MAINE POWER CO	BRASSUA	1991	0	0	0	802	WAT	HY
1		MAINE PUBLIC SERVICE CO	CARIBOU	1991	5296	0	0	1513	WAT	HY
2	3	MAINE PUBLIC SERVICE CO	CARIBOU	1991	8419	22401	187229	1513	FO6	ST
3	2	MAINE PUBLIC SERVICE CO	CARIBOU	1991	-122	813	30415	1513	FO2	IC
1		MAINE PUBLIC SERVICE CO	SQUA PAN	1991	1072	0	0	1516	WAT	HY
3	2	MAINE PUBLIC SERVICE CO	FLOS INN	1991	-33	553	4850	1514	FO2	IC
3	2	MAINE PUBLIC SERVICE CO	HOULTON	1991	-35	65	116	1515	FO2	IC
2	1	MAINE YANKEE ATOMIC PWR C	MAIN YANKEE	1991	6264366	0	0	1517	UR	ST
3	2	PUB SERV CO OF NEW HAMP	SWANS FALLS	1991	130	290	4194	1518	FO2	IC
1		LEWISTON (CITY OF)	ANDRO UPPER	1991	4124	0	0	7046	WAT	HY
1		MADISON (CITY OF)	NORRIDGEWCK	1991	2253	0	0	6701	WAT	HY
3	2	EASTERN MAINE ELEC COOP	RIVER ST	1991	-12	124	1044	1549	FO2	IC
3	2	EASTERN MAINE ELEC COOP	PORTABLE	1991	0	0	0	6366	FO2	IC
3	2	SWANS ISLAND ELEC COOP	MINTURN	1991	0	8	1020	1550	FO2	IC
1		NEW ENGLAND POWER CO	COMERFORD	1991	305927	0	0	2349	WAT	HY
1		NEW ENGLAND POWER CO	MCINDOES	1991	56909	0	0	6483	WAT	HY
1		NEW ENGLAND POWER CO	S C MOORE	1991	266076	0	0	2351	WAT	HY
1		NEW ENGLAND POWER CO	VERNON	1991	90871	0	0	2352	WAT	HY
1		NEW ENGLAND POWER CO	WILDER	1991	102231	0	0	2353	WAT	HY
2	1	PUB SERV CO OF NEW HAMP	SEABROOK	1991	6787851	0	0	6115	UR	ST
1		PUB SERV CO OF NEW HAMP	AMOSKEAG	1991	100132	0	0	2354	WAT	HY
1		PUB SERV CO OF NEW HAMP	AYERS IS	1991	44251	0	0	2355	WAT	HY
1		PUB SERV CO OF NEW HAMP	EASTMAN FLS	1991	27133	0	0	2356	WAT	HY
1		PUB SERV CO OF NEW HAMP	GARVIN FLS	1991	49086	0	0	2357	WAT	HY
1		PUB SERV CO OF NEW HAMP	GORHAM	1991	11826	0	0	2358	WAT	HY
1		PUB SERV CO OF NEW HAMP	HOOKSETT	1991	10032	0	0	2359	WAT	HY
1		PUB SERV CO OF NEW HAMP	JACKMAN	1991	11720	0	0	2360	WAT	HY
1		PUB SERV CO OF NEW HAMP	SMITH STA	1991	111564	0	0	2368	WAT	HY
4	2	PUB SERV CO OF NEW HAMP	LOST NATION	1991	161	990	26168	2362	FO2	GT
2	2	PUB SERV CO OF NEW HAMP	MERRIMACK	1991	973	1402	2659	2364	FO2	ST
2	6	PUB SERV CO OF NEW HAMP	MERRIMACK	1991	2713554	1032646	3276814	2364	BIT	ST
4	2	PUB SERV CO OF NEW HAMP	MERRIMACK	1991	723	1720	32828	2364	FO2	GT
2	3	PUB SERV CO OF NEW HAMP	SCHILLER	1991	48314	128187	3774770	2367	FO6	ST
2	6	PUB SERV CO OF NEW HAMP	SCHILLER	1991	454500	209399	1001250	2367	BIT	ST
4	2	PUB SERV CO OF NEW HAMP	SCHILLER	1991	281	992	9618	2367	FO2	GT
4	9	PUB SERV CO OF NEW HAMP	SCHILLER	1991	-1	0	0	2367	NG	GT
4	2	PUB SERV CO OF NEW HAMP	WHITE LAKE	1991	253	945	26903	2369	FO2	GT
2	2	PUB SERV CO OF NEW HAMP	NEWINGTON	1991	15968	28893	18116	8002	FO2	ST
2	3	PUB SERV CO OF NEW HAMP	NEWINGTON	1991	1494812	2541072	0	8002	FO6	ST
1		CENTRAL VT PUB SERV CORP	ARNOLD FLS	1991	1206	0	0	3707	WAT	HY
1		CENTRAL VT PUB SERV CORP	CAVENDISH	1991	6228	0	0	3710	WAT	HY
1		CENTRAL VT PUB SERV CORP	CLARKS FLS	1991	17488	0	0	3711	WAT	HY
1		CENTRAL VT PUB SERV CORP	FAIRFAX	1991	21436	0	0	3712	WAT	HY
1		CENTRAL VT PUB SERV CORP	GAGE	1991	3023	0	0	3713	WAT	HY
1		CENTRAL VT PUB SERV CORP	GLEN	1991	5829	0	0	3714	WAT	HY
1		CENTRAL VT PUB SERV CORP	LW MIDLEBRY	1991	9402	0	0	3716	WAT	HY
1		CENTRAL VT PUB SERV CORP	MILTON	1991	39243	0	0	3717	WAT	HY
2	3	CENTRAL VT PUB SERV CORP	MILTON	1991	0	0	0	3717	FO6	ST
1		CENTRAL VT PUB SERV CORP	PASSUMPSIC	1991	3755	0	0	3718	WAT	HY
1		CENTRAL VT PUB SERV CORP	PATCH	1991	777	0	0	3719	WAT	HY
1		CENTRAL VT PUB SERV CORP	PIERCE MLS	1991	1610	0	0	3721	WAT	HY
1		CENTRAL VT PUB SERV CORP	PITTSFORD	1991	7685	0	0	3722	WAT	HY
1		CENTRAL VT PUB SERV CORP	SALISBURY	1991	2385	0	0	3724	WAT	HY
1		CENTRAL VT PUB SERV CORP	SILVER LAKE	1991	5472	0	0	3725	WAT	HY
1		CENTRAL VT PUB SERV CORP	TAFTSVILLE	1991	541	0	0	3727	WAT	HY
1		CENTRAL VT PUB SERV CORP	WEYBRIDGE	1991	14204	0	0	3728	WAT	HY
1		CENTRAL VT PUB SERV CORP	PETERSON	1991	26393	0	0	3720	WAT	HY
4	2	CENTRAL VT PUB SERV CORP	RUTLAND	1991	164	1172	60316	3723	FO2	GT
4	2	CENTRAL VT PUB SERV CORP	ASCUTNEY	1991	101	994	43093	3708	FO2	GT
3	2	CENTRAL VT PUB SERV CORP	ST ALBANS	1991	62	148	1751	3726	FO2	IC
1		CENTRAL VT PUB SERV CORP	SMITH	1991	3871	0	0	3709	WAT	HY
1		CENTRAL VT PUB SERV CORP	EAST BARNET	1991	7808	0	0	788	WAT	HY
1		CITIZENS UTILITIES CO	CHARLESTON	1991	3946	0	0	3729	WAT	HY
1		CITIZENS UTILITIES CO	NEWPORT	1991	22282	0	0	3731	WAT	HY
3	2	CITIZENS UTILITIES CO	NEWPORT DSL	1991	194	442	8173	3730	FO2	IC
1		CITIZENS UTILITIES CO	TROY	1991	1944	0	0	3733	WAT	HY
1		GREEN MOUNTAIN POWER CORP	ESSEX 19	1991	34798	0	0	3737	WAT	HY
3	2	GREEN MOUNTAIN POWER CORP	ESSEX 19	1991	65	131	2378	3737	FO2	IC
1		GREEN MOUNTAIN POWER CORP	GORGE NO 18	1991	11504	0	0	6475	WAT	HY
1		GREEN MOUNTAIN POWER CORP	MARSHFIELD6	1991	5918	0	0	3739	WAT	HY
1		GREEN MOUNTAIN POWER CORP	MIDDLESEX 2	1991	14131	0	0	3740	WAT	HY
1		GREEN MOUNTAIN POWER CORP	VERGENNES 9	1991	11187	0	0	6519	WAT	HY
3	2	GREEN MOUNTAIN POWER CORP	VERGENNES 9	1991	529	976	9195	6519	FO2	IC
1		GREEN MOUNTAIN POWER CORP	WATRBRY 22	1991	15378	0	0	6520	WAT	HY
1		GREEN MOUNTAIN POWER CORP	W DANVIL 15	1991	3826	0	0	3743	WAT	HY
4	2	GREEN MOUNTAIN POWER CORP	BERLIN NO 5	1991	1927	4963	140234	3734	FO2	GT
4	2	GREEN MOUNTAIN POWER CORP	COLCHSTR 16	1991	448	1769	17924	3735	FO2	GT
1		GREEN MOUNTAIN POWER CORP	BOLTON FALL	1991	27204	0	0	7056	WAT	HY
7	D	GREEN MOUNTAIN POWER CORP	CARTHUSIANS	1991	0	0	0	7260	WI	WI
1		NEW ENGLAND POWER CO	BELLOWS FLS	1991	250748	0	0	3745	WAT	HY
1		NEW ENGLAND POWER CO	HARRIMAN	1991	101466	0	0	3746	WAT	HY
1		NEW ENGLAND POWER CO	SEARSBURG	1991	24992	0	0	6529	WAT	HY
1		NEW ENGLAND POWER CO	VERNON	1991	46041	0	0	8904	WAT	HY
1		NEW ENGLAND POWER CO	WILDER	1991	59240	0	0	8905	WAT	HY
1		PUB SERV CO OF NEW HAMP	CANAAN	1991	8109	0	0	3750	WAT	HY
2	1	VT YANKEE NUCLEAR PR CORP	VT YANKEE	1991	4108314	0	0	3751	UR	ST
1		VERMONT MARBLE CO	PROCTOR	1991	28895	0	0	6450	WAT	HY
1		VERMONT MARBLE CO	CTR RUTLAND	1991	179	0	0	6453	WAT	HY
1		VERMONT MARBLE CO	BELDENS	1991	18832	0	0	6451	WAT	HY
1		VERMONT MARBLE CO	HUNTINGTON	1991	7683	0	0	6452	WAT	HY
1		BARTON (VILLAGE OF)	W CHARLESTN	1991	3032	0	0	3753	WAT	HY
3	2	BARTON (VILLAGE OF)	W CHARLESTN	1991	44	116	1724	3753	FO2	IC
4	2	BURLINGTON (CITY OF)	GAS TURB	1991	817	2472	51757	3754	FO2	GT
2	B	BURLINGTON (CITY OF)	J C MC NEIL	1991	109322	0	0	589	WOD	ST
2	2	BURLINGTON (CITY OF)	J C MC NEIL	1991	764	1748	46867	589	FO2	ST
2	9	BURLINGTON (CITY OF)	J C MC NEIL	1991	95341	1091331	0	589	NG	ST
1		ENOSBURG FALLS (VILLAGE)	KENDALL	1991	27	0	0	3757	WAT	HY
3	2	ENOSBURG FALLS (VILLAGE)	DIESEL PLT	1991	114	263	2685	4247	FO2	IC
1		ENOSBURG FALLS (VILLAGE)	VILLAGE PLT	1991	2999	0	0	4246	WAT	HY
1		HARDWICK (VILLAGE OF)	WOLCOTT	1991	3303	0	0	6477	WAT	HY
3	2	HARDWICK (VILLAGE OF)	HARDWICK	1991	15	31	5513	6476	FO2	IC
1		LYNDONVILLE (CITY OF)	GREAT FALLS	1991	5269	0	0	3762	WAT	HY
1		LYNDONVILLE (CITY OF)	VAIL	1991	1849	0	0	3763	WAT	HY
1		MORRISVILLE (VILLAGE OF)	CADYS FALLS	1991	4797	0	0	3765	WAT	HY
1		MORRISVILLE (VILLAGE OF)	MORRISVILLE	1991	6207	0	0	3764	WAT	HY
1		MORRISVILLE (VILLAGE OF)	W K SANDERS	1991	393	0	0	678	WAT	HY
1		SWANTON (VILLAGE OF)	HIGHGATE FL	1991	23728	0	0	6618	WAT	HY
1		VERMONT ELECTRIC COOP	N HARTLAND	1991	9696	0	0	590	WAT	HY
1		WASHINGTON ELECTRIC COOP	WRIGHTSVILE	1991	2649	0	0	7051	WAT	HY
2	1	BOSTON EDISON CO	PILGRIM	1991	3424540	0	0	1590	UR	ST
4	2	BOSTON EDISON CO	EDGAR	1991	935	2684	11717	1585	FO2	GT
4	2	BOSTON EDISON CO	FRAMINGHAM	1991	1318	3903	20441	1586	FO2	GT
4	2	BOSTON EDISON CO	L STREET	1991	1233	3270	7020	1587	FO2	GT
2	2	BOSTON EDISON CO	MYSTIC	1991	18505	32429	19117	1588	FO2	ST
2	3	BOSTON EDISON CO	MYSTIC	1991	2298262	3892595	6643263	1588	FO6	ST
2	9	BOSTON EDISON CO	MYSTIC	1991	1242871	13029422	0	1588	NG	ST
4	2	BOSTON EDISON CO	MYSTIC	1991	630	1448	5925	1588	FO2	GT
2	2	BOSTON EDISON CO	NEW BOSTON	1991	0	0	720	1589	FO2	ST
2	3	BOSTON EDISON CO	NEW BOSTON	1991	2080793	3110423	1541929	1589	FO6	ST
2	9	BOSTON EDISON CO	NEW BOSTON	1991	1398039	13521187	0	1589	NG	ST
4	2	BOSTON EDISON CO	WEST MEDWAY	1991	4745	11522	79645	1592	FO2	GT
4	9	BOSTON EDISON CO	WEST MEDWAY	1991	7715	122640	0	1592	NG	GT
2	3	COMMONWEALTH ENERGY SYS	BLACKSTONE	1991	4006	5568	33408	1594	FO6	ST
2	9	COMMONWEALTH ENERGY SYS	BLACKSTONE	1991	4587	80731	0	1594	NG	ST
2	3	COMMONWEALTH ENERGY SYS	KENDALL SQ	1991	43067	86944	485994	1595	FO6	ST
2	9	COMMONWEALTH ENERGY SYS	KENDALL SQ	1991	66967	898796	0	1595	NG	ST
4	2	COMMONWEALTH ENERGY SYS	KENDALL SQ	1991	2956	7350	21690	1595	FO2	GT
2	3	COMMONWEALTH ENERGY SYS	CANAL	1991	6900977	10260226	2192055	1599	FO6	ST
2	3	COMMONWEALTH ENERGY SYS	CANNON ST	1991	23131	55576	317878	1616	FO6	ST
2	9	COMMONWEALTH ENERGY SYS	CANNON ST	1991	36381	499403	0	1616	NG	ST
3	2	COMMONWEALTH ENERGY SYS	OAK BLUFFS	1991	624	1090	12395	1597	FO2	IC
3	2	COMMONWEALTH ENERGY SYS	W TISBURY	1991	506	899	23611	6049	FO2	IC
3	2	COMMONWEALTH ENERGY SYS	AIRPORT DIE	1991	141	244	554	7184	FO2	IC
4	2	FITCHBURG GAS & ELEC LGT	FITCHBURG	1991	797	2215	28929	1601	FO2	GT
4	9	FITCHBURG GAS & ELEC LGT	FITCHBURG	1991	4882	93054	0	1601	NG	GT
1		HOLYOKE WTR PWR CO	BB HOLBROOK	1991	1589	0	0	1602	WAT	HY
1		HOLYOKE WTR PWR CO	CHEMICAL	1991	1466	0	0	1604	WAT	HY
1		HOLYOKE WTR PWR CO	HADLEY FLLS	1991	203919	0	0	1605	WAT	HY
1		HOLYOKE WTR PWR CO	RIVERSIDE	1991	9931	0	0	1607	WAT	HY
1		HOLYOKE WTR PWR CO	BOATLOCK	1991	9757	0	0	1603	WAT	HY
1		HOLYOKE WTR PWR CO	SKINNER	1991	973	0	0	1608	WAT	HY
2	2	HOLYOKE WTR PWR CO	MT TOM	1991	1318	2212	3852	1606	FO2	ST
2	6	HOLYOKE WTR PWR CO	MT TOM	1991	1102244	410833	941175	1606	BIT	ST
2	3	MONTAUP ELECTRIC COMPANY	SOMERSET	1991	63381	110078	844528	1613	FO6	ST
2	6	MONTAUP ELECTRIC COMPANY	SOMERSET	1991	890246	359175	946128	1613	BIT	ST
4	2	MONTAUP ELECTRIC COMPANY	SOMERSET	1991	2296	5764	37804	1613	FO2	GT
3	2	NANTUCKET ELEC CO	NANTUCKET	1991	82807	145598	79938	1615	FO2	IC
1		NEW ENGLAND POWER CO	DEERFIELD 2	1991	27305	0	0	6047	WAT	HY
1		NEW ENGLAND POWER CO	DEERFIELD 3	1991	31867	0	0	6083	WAT	HY
1		NEW ENGLAND POWER CO	DEERFIELD 4	1991	27118	0	0	6119	WAT	HY
1		NEW ENGLAND POWER CO	DEERFIELD 5	1991	57676	0	0	1620	WAT	HY
1		NEW ENGLAND POWER CO	SHERMAN	1991	28081	0	0	6012	WAT	HY
2	3	NEW ENGLAND POWER CO	BRAYTON PT	1991	1834467	3207611	7482500	1619	FO6	ST
2	6	NEW ENGLAND POWER CO	BRAYTON PT	1991	7560175	2685122	3779697	1619	BIT	ST
3	2	NEW ENGLAND POWER CO	BRAYTON PT	1991	2174	3862	0	1619	FO2	IC
2	3	NEW ENGLAND POWER CO	SALEM HABR	1991	1783531	3118318	5089483	1626	FO6	ST
2	6	NEW ENGLAND POWER CO	SALEM HABR	1991	2308679	884089	1189480	1626	BIT	ST
3	2	NEW ENGLAND POWER CO	GLOUCESTER	1991	16035	27615	20896	1624	FO2	IC
3	2	NEW ENGLAND POWER CO	NEWBURYPORT	1991	6592	11460	10687	1625	FO2	IC
1		NEW ENGLAND POWER CO	FIFE BROOK	1991	31191	0	0	8004	WAT	HY
1		NEW ENGLAND POWER CO	BEAR SWAMP	1991	-186764	685659	0	8005	WAT	HY
1		W MASSACHUSETTS ELEC CO	CABOT	1991	294200	0	0	1629	WAT	HY
1		W MASSACHUSETTS ELEC CO	COBBLE MT	1991	23072	0	0	1630	WAT	HY
1		W MASSACHUSETTS ELEC CO	DWIGHT	1991	8438	0	0	6378	WAT	HY
1		W MASSACHUSETTS ELEC CO	GARDER FLS	1991	17151	0	0	1634	WAT	HY
1		W MASSACHUSETTS ELEC CO	IND ORCHARD	1991	14739	0	0	6379	WAT	HY
1		W MASSACHUSETTS ELEC CO	PUTTS BRDGE	1991	20938	0	0	1637	WAT	HY
1		W MASSACHUSETTS ELEC CO	RED BRIDGE	1991	22065	0	0	1638	WAT	HY
1		W MASSACHUSETTS ELEC CO	TURNERS FL	1991	20603	0	0	6388	WAT	HY
1		W MASSACHUSETTS ELEC CO	NORTHFLD MT	1991	-435716	1592334	0	547	WAT	HY
4	2	W MASSACHUSETTS ELEC CO	DOREEN	1991	663	2167	12898	1631	FO2	GT
4	2	W MASSACHUSETTS ELEC CO	SILVER LAKE	1991	1507	6799	57103	1639	FO2	GT
2	2	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1991	2103	4861	6626	1642	FO2	ST
2	3	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1991	97923	189850	1564486	1642	FO6	ST
2	9	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1991	104785	1193330	0	1642	NG	ST
4	2	W MASSACHUSETTS ELEC CO	W SPRINGFLD	1991	432	1295	12239	1642	FO2	GT
4	2	W MASSACHUSETTS ELEC CO	WOODLAND RD	1991	1122	3074	12877	1643	FO2	GT
2	1	YANKEE ATOMIC ELEC CO	YANKEE-ROWE	1991	992071	0	0	1645	UR	ST
3	2	BRAINTREE (CITY OF)	POTTER	1991	239	438	0	1660	FO2	IC
